NAMASTE_code,NAMASTE_term,Biomedicine_code,Biomedicine_term,Biomedicine_mapping_type,TM-2_code,TM-2_term,TM-2_mapping_type
A-13,Sahar,"7A00, 7A01, 7A0Z, 7A60, 7A61, 7B2Y, 7B2Z, MG41","Advanced sleep-wake phase disorder, Chronic insomnia, Delayed sleep-wake phase disorder, Insomnia disorders, unspecified, Other specified sleep-wake disorders, Short-term insomnia, Sleep disturbance, not elsewhere classified, Sleep-wake disorders, unspecified",semantic_match,SQ24,Insomnia disorder (TM2),semantic_match
A-13.1,Sahar Yābis,,,,SQ24,Insomnia disorder (TM2),semantic_match
A-13.2,Sahar Ruṭūbī,"7A00, 7A01, 7A0Z","Chronic insomnia, Insomnia disorders, unspecified, Short-term insomnia",semantic_match,SQ24,Insomnia disorder (TM2),semantic_match
A-14,Nisyān,"6B61.1, 6B61.Z, MB21.11, MB21.12, MB21.1Y, MB21.1Z","Amnesia, unspecified, Dissociative amnesia without dissociative fugue, Dissociative amnesia, unspecified, Other specified amnesia, Retrograde amnesia, Transient global amnesia",semantic_match,SD23,Forgetfulness disorder (TM1),semantic_match
A-14.1,Nisyān Bārid Raṭb,,,,SD23,Forgetfulness disorder (TM1),semantic_match
A-14.2,Nisyān Bārid Yābis,,,,SD23,Forgetfulness disorder (TM1),semantic_match
A-14.3,Nisyān Ḥārr Yābis,,,,SD23,Forgetfulness disorder (TM1),semantic_match
A-15,Ikhtlāṭ al-Dhahn,,,,SR5E,Derangement of mind related channels pattern (TM2),semantic_match
A-16,Hadhayān,"6C4E.5, 6C4F.5, 6C4G.5, 6D70.0, 6D70.1, 6D70.2, 6D70.Y, 6D70.Z","Delirium due to disease classified elsewhere, Delirium due to multiple etiological factors, Delirium due to psychoactive substances including medications, Delirium induced by multiple specified psychoactive substances including medications, Delirium induced by other specified psychoactive substance including medications, Delirium induced by unknown or unspecified psychoactive substance, Delirium, other specified cause, Delirium, unspecified or unknown cause",semantic_match,SQ00,Delirium disorder (TM2),semantic_match
A-17,Ḥumq,"6D86.Y, 6D8Y, 6D8Z","Dementia, other specified cause, Dementia, unknown or unspecified cause, Other specified behavioural or psychological disturbances in dementia",semantic_match,SD86,Dementia disorder (TM1),semantic_match
A-18,Ru‘ūnat,,,,SQ21,Egomania disorder (TM2),semantic_match
A-19,Mālankhūliyā,,,,SN4G,Melasma disorder (TM2),semantic_match
A-19.1,Mālankhūliyā Damawī,,,,SN4G,Melasma disorder (TM2),semantic_match
A-19.2,Mālankhūliyā Balghamī,,,,SN4G,Melasma disorder (TM2),semantic_match
A-19.3,Mālankhūliyā Ṣafrāwī,,,,SF5E,Gallbladder depression with phlegm harassment pattern (TM1),semantic_match
A-19.4,Mālankhūliyā Sawdāwī,6A80.3,Current depressive episode with melancholia,semantic_match,SS75,Sawdā’ predominant temperament pattern (TM2),semantic_match
A-19.5,Quṭrub/ ‘Illa al-Dhi’b/ Junūn Dhi’bī,,,,SF5E,Gallbladder depression with phlegm harassment pattern (TM1),semantic_match
A-19.6,Mālankhūliya Marāqī/ Nafkh Marāqī/ Marāqiyya/ ‘Illat Nāfikha/Sharsūfiya,EC90.4,Psychogenic pruritus,semantic_match,SS2H,Pattern of humour accumulated with excess heat (TM2),semantic_match
A-20,Junūn/ Waswās,,,,SQ03,Insanity disorder (TM2),semantic_match
A-21,Māniyā/ Junūn Saba‘ī,"6A20.1Z, 6A21.10, 6A21.1Z, 6A21.20, 6A21.2Z, 6A21.Y, 6A21.Z, 6A22, 6A23.00, 6A23.01, 6A23.02, 6A23.0Z, 6A23.10, 6A23.11, 6A23.12, 6A23.1Z, 6A23.Y, 6A23.Z, 6A25.3, 6A2Y, 6A2Z, 6A60.0, 6A60.1, 6A60.2, 6A60.4, 6A60.5, 6A60.6, 6A60.7, 6A60.8, 6A60.9, 6A60.A, 6A60.B, 6A60.Z, 6A61.0, 6A61.2, 6A61.3, 6A61.4, 6A61.5, 6A6Z, 6A70.1, 6A70.2, 6A70.3, 6A70.4, 6A71.1, 6A71.2, 6A71.3, 6A71.4, 6A80.1, 6A8Z, 6C46.60, 6C46.61, 6C46.6Z, 6C4E.6, 6C4G.6, 6E61.1, 6E62.1, MB23.M","Acute and transient psychotic disorder, first episode, currently symptomatic, Acute and transient psychotic disorder, first episode, in full remission, Acute and transient psychotic disorder, first episode, in partial remission, Acute and transient psychotic disorder, first episode, unspecified, Acute and transient psychotic disorder, multiple episodes, currently symptomatic, Acute and transient psychotic disorder, multiple episodes, in full remission, Acute and transient psychotic disorder, multiple episodes, in partial remission, Acute and transient psychotic disorder, multiple episodes, unspecified, Acute and transient psychotic disorder, unspecified, Bipolar or related disorders, unspecified, Bipolar type I disorder, current episode depressive, moderate with psychotic symptoms, Bipolar type I disorder, current episode depressive, moderate without psychotic symptoms, Bipolar type I disorder, current episode depressive, severe with psychotic symptoms, Bipolar type I disorder, current episode depressive, severe without psychotic symptoms, Bipolar type I disorder, current episode depressive, unspecified severity, Bipolar type I disorder, current episode hypomanic, Bipolar type I disorder, current episode manic, with psychotic symptoms, Bipolar type I disorder, current episode manic, without psychotic symptoms, Bipolar type I disorder, current episode mixed, with psychotic symptoms, Bipolar type I disorder, current episode mixed, without psychotic symptoms, Bipolar type I disorder, currently in partial remission, most recent episode manic or hypomanic, Bipolar type I disorder, unspecified, Bipolar type II disorder, current episode depressive, moderate with psychotic symptoms, Bipolar type II disorder, current episode depressive, moderate without psychotic symptoms, Bipolar type II disorder, current episode depressive, severe with psychotic symptoms, Bipolar type II disorder, current episode depressive, severe without psychotic symptoms, Bipolar type II disorder, current episode hypomanic, Manic mood symptoms in primary psychotic disorders, Mood disorders, unspecified, Other specified acute and transient psychotic disorder, Other specified primary psychotic disorder, Other specified schizoaffective disorder, Panic attacks in mood episodes, Psychomotor agitation, Psychotic disorder induced by other specified psychoactive substance, Psychotic disorder induced by unknown or unspecified psychoactive substance, Recurrent depressive disorder, current episode moderate, with psychotic symptoms, Recurrent depressive disorder, current episode moderate, without psychotic symptoms, Recurrent depressive disorder, current episode severe, with psychotic symptoms, Recurrent depressive disorder, current episode severe, without psychotic symptoms, Schizoaffective disorder, continuous, currently symptomatic, Schizoaffective disorder, continuous, unspecified, Schizoaffective disorder, multiple episodes, currently symptomatic, Schizoaffective disorder, multiple episodes, unspecified, Schizoaffective disorder, unspecified, Schizophrenia or other primary psychotic disorders, unspecified, Schizophrenia, multiple episodes, unspecified, Schizotypal disorder, Secondary mood syndrome, with manic symptoms, Secondary psychotic syndrome, with delusions, Single episode depressive disorder, moderate, with psychotic symptoms, Single episode depressive disorder, moderate, without psychotic symptoms, Single episode depressive disorder, severe, with psychotic symptoms, Single episode depressive disorder, severe, without psychotic symptoms, Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with delusions, Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with hallucinations, Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone, unspecified",semantic_match,SD81,Manic disorder (TM1),semantic_match
A-22,Dā’ al-Kalb,,,,SE5Z,"Traditional medicine disorders (TM1), unspecified",semantic_match
A-23,Ṣubārā,,,,SP53,High fever disorder with yellow discouloration (TM2),semantic_match
A-24,‘Ishq,MB26.04,Erotomanic delusion,semantic_match,SQ21,Egomania disorder (TM2),semantic_match
A-25,Sadr-o-Duwār,"6B60.2, MB48.0Y, MB48.0Z, MB48.Y, MB48.Z","Dissociative neurological symptom disorder, with vertigo or dizziness, Dizziness or giddiness, unspecified, Other specified dizziness or giddiness, Other specified vertigo, Vertigo, unspecified",semantic_match,SK10,Vertigo and giddiness disorder (TM2),semantic_match
A-25.1,Sadr-o-Duwār Dimāghī Damawī,"MB48.Y, MB48.Z","Dizziness or giddiness, unspecified, Other specified dizziness or giddiness",semantic_match,SK10,Vertigo and giddiness disorder (TM2),semantic_match
A-25.2,Sadr-o-Duwār Dimāghī Balghamī,"MB48.0Y, MB48.0Z, MB48.Y, MB48.Z","Dizziness or giddiness, unspecified, Other specified dizziness or giddiness, Other specified vertigo, Vertigo, unspecified",semantic_match,SK10,Vertigo and giddiness disorder (TM2),semantic_match
A-25.3,Sadr-o-Duwār Dimāghī Ṣafrāwī,"MB48.0Y, MB48.0Z, MB48.Y, MB48.Z","Dizziness or giddiness, unspecified, Other specified dizziness or giddiness, Other specified vertigo, Vertigo, unspecified",semantic_match,SK10,Vertigo and giddiness disorder (TM2),semantic_match
A-25.4,Sadr-o-Duwār Dimāghī Sawdāwī,"MB48.0Y, MB48.0Z, MB48.Y, MB48.Z","Dizziness or giddiness, unspecified, Other specified dizziness or giddiness, Other specified vertigo, Vertigo, unspecified",semantic_match,SK10,Vertigo and giddiness disorder (TM2),semantic_match
A-25.5,Sadr-o-Duwār Shirkī,"6B60.2, AB31.2, AB34.1, MB48.00, MB48.0Y, MB48.0Z, MB48.Z","Benign positional paroxysmal vertigo, Dissociative neurological symptom disorder, with vertigo or dizziness, Dizziness or giddiness, unspecified, Other peripheral vertigo, Other specified vertigo, Vertigo of central origin, Vertigo, unspecified",semantic_match,SK10,Vertigo and giddiness disorder (TM2),semantic_match
A-26,Lawā-o-Fayḥadhaj/ Bījīdhaq/ Al-Lawā,,,,SD91,Fatigue consumption disorder (TM1),semantic_match
A-27,Kābūs/ Al-Khāniq/ Al-Jāthūm wa’l Nīdlān/ Khānūq/ Ḍāghūṭ,,,,SE35,Fright seizure disorder (TM1),semantic_match
A-27.1,Kābūs Damawī,,,,SR1E,Depletion of kapha pattern (TM2),semantic_match
A-27.2,Kābūs Balghamī,,,,SD95,Flowing phlegm disorder (TM1),semantic_match
A-27.3,Kābūs Bārid,,,,SS2G,Pattern of humour accumulated with excess cold (TM2),semantic_match
A-28,Ṣar‘,,,,SK31,Epilepsy disorder (TM2),semantic_match
A-28.1,Ṣar‘ Dimāghī Sawdāwī,,,,SK31,Epilepsy disorder (TM2),semantic_match
A-28.2,Ṣar‘ Dimāghī Aṣlī,"8A60.6, 8A60.9, 8A60.Y, 8A60.Z","Epilepsy due to abnormalities of brain development, Epilepsy due to other structural or metabolic condition or disease, Epilepsy due to tumours of the nervous system, Epilepsy due to unspecified structural or metabolic condition or disease",semantic_match,SK31,Epilepsy disorder (TM2),semantic_match
A-28.3,Ṣar‘ Shirkī,"8A60.8, 8A60.9, 8A60.Y, 8A60.Z, 8A6Y, 8A6Z","Epilepsy due to abnormalities of brain development, Epilepsy due to immune disorders, Epilepsy due to other structural or metabolic condition or disease, Epilepsy due to unspecified structural or metabolic condition or disease, Epilepsy or seizures, unspecified, Other specified epilepsy or seizures",semantic_match,SK31,Epilepsy disorder (TM2),semantic_match
A-28.4,Ṣar‘ Las‘ī,,,,SK31,Epilepsy disorder (TM2),semantic_match
A-28.5,Ṣar‘ al-Aṭfāl,"8A63.0Y, 8A6Z","Epilepsy or seizures, unspecified, Other specified febrile seizures",semantic_match,SP5Z,"Febricity disorders (TM2), unspecified",semantic_match
A-28.6,Ṣar‘ Badanī,"8A60.Y, 8A60.Z","Epilepsy due to other structural or metabolic condition or disease, Epilepsy due to unspecified structural or metabolic condition or disease",semantic_match,SK31,Epilepsy disorder (TM2),semantic_match
A-28.7,Ṣar‘ Aṭrāfī,"8A60.Y, 8A60.Z, 8A6Z","Epilepsy due to other structural or metabolic condition or disease, Epilepsy due to unspecified structural or metabolic condition or disease, Epilepsy or seizures, unspecified",semantic_match,SK31,Epilepsy disorder (TM2),semantic_match
A-28.8,Ṣar‘ Raḥimī,2B5F.0,"Sarcoma, not elsewhere classified of uterus",semantic_match,SC4Z,"Female reproductive system disorders (TM1) (including childbirth), unspecified",semantic_match
A-28.9,Ṣar‘ Khababī,,,,SK31,Epilepsy disorder (TM2),semantic_match
A-28.10,Ṣar‘ Khafīf,,,,SD11,Head wind disorder (TM1),semantic_match
A-28.11,Ṣar‘ Shadīd,"8A60.2, 8A60.3, 8A60.Z, 8A66.0, 8A66.1Y, 8A66.1Z, 8A68.Y, 8A68.Z, 8A6Y, 8A6Z","Convulsive status epilepticus, Epilepsy due to degenerative brain disorders, Epilepsy due to dementias, Epilepsy due to unspecified structural or metabolic condition or disease, Epilepsy or seizures, unspecified, Non-convulsive status epilepticus, unspecified, Other specified epilepsy or seizures, Other specified non-convulsive status epilepticus, Other specified type of seizure, Type of seizure, unspecified",semantic_match,SE33,Acute convulsion disorder (TM1),semantic_match
A-29,Sakta,,,,SK5Z,"Head, brain, nerve and movement disorders (TM2), unspecified",semantic_match
A-29.1,Sakta Damwiyya,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
A-29.2,Sakta Balghamiyya,,,,SD95,Flowing phlegm disorder (TM1),semantic_match
A-29.3,Sakta Sawdāwiyya,,,,SS75,Sawdā’ predominant temperament pattern (TM2),semantic_match
A-29.4,Sakta Iḥtiqāniyya,,,,SP21,Atony disorder (TM2),semantic_match
A-29.5,Sakta Jildiyya,,,,SB7Z,"Skin and mucosa system disorders (TM1), unspecified",semantic_match
A-29.6,Sakta Ri’wiyya,,,,SF88,Intense congestion of lung heat pattern (TM1),semantic_match
A-29.7,Sakta Suddiyya,,,,SK00,Cephalalgia disorder (TM2),semantic_match
A-29.8,Sakta Ḍarbiyya,,,,SK5Z,"Head, brain, nerve and movement disorders (TM2), unspecified",semantic_match
A-29.9,Sakta Mawlūdiyya,"KB2A.0, KB2A.1, KB2A.2, KB2A.Z","Apnoea of newborn, unspecified, Central neonatal apnoea, Mixed neonatal apnoea, Obstructive neonatal apnoea",semantic_match,SR06,Oral thrush in babies disorder (TM2),semantic_match
A-30,Jumūd/ Shukhūṣ/ Ākhidha/Mudrika/ Qāṭūkhaṣ,,,,SK5Z,"Head, brain, nerve and movement disorders (TM2), unspecified",semantic_match
A-31,Istirkhā’,FB32.Y,Other specified disorders of muscles,semantic_match,SP2Y,Other specified muscle disorders (TM2),semantic_match
A-32,Fālij,"MB51.0, MB51.Z, MB52, MB53.0, MB53.1, MB53.2, MB53.Z","Alternating hemiplegia, Diplegia of lower extremities, Diplegia of upper extremities, unspecified, Flaccid diplegia of upper extremities, Flaccid hemiplegia, Hemiplegia, unspecified, Spastic hemiplegia",semantic_match,SK22,Hemiplegia disorder (TM2),semantic_match
A-32.1,Fālij Wabā’ī,,,,SK2Z,"Paralysis disorders (TM2), unspecified",semantic_match
A-33,Tashannuj,"8A62.0, 9C83.4, MB47.3, MB50.1, NF06.3","Cramp or spasm, Exercise muscle cramp, Infantile spasms, Spasm of the near reflex, Spastic tetraplegia",semantic_match,SC60,Muscle spasm disorder (TM1),semantic_match
A-33.1,Tashannuj Māddī/ Tashannuj Raṭb/ Tashannuj Imtilā’ī,,,,SC60,Muscle spasm disorder (TM1),semantic_match
A-33.2,Tashannuj Yubsī/ Tashannuj Istifrāghī,,,,SC60,Muscle spasm disorder (TM1),semantic_match
A-33.3,Tashannuj Īdhā’ī,"9C83.4, XM91M0","Spasm of the near reflex, Spasmolytic skeletal muscle",semantic_match,SC60,Muscle spasm disorder (TM1),semantic_match
A-33.4,Tashannuj al-Aṭfāl,"8A62.0, 8B88.2, 9C83.4, MB47.3","Cramp or spasm, Hemifacial spasm, Infantile spasms, Spasm of the near reflex",semantic_match,SC60,Muscle spasm disorder (TM1),semantic_match
A-33.5,Tashannuj al-Nufsā’,"9C83.4, MB47.3, XM91M0","Cramp or spasm, Spasm of the near reflex, Spasmolytic skeletal muscle",semantic_match,SC60,Muscle spasm disorder (TM1),semantic_match
A-33.6,Tashannuj Wajhī,"6B60.84, 9C83.4, MB47.3","Cramp or spasm, Dissociative neurological symptom disorder, with facial spasm, Spasm of the near reflex",semantic_match,SC60,Muscle spasm disorder (TM1),semantic_match
A-34,Ḍu‘f al-Dimāgh,"8B1Y, 8B1Z, 8B26.0, 8B81.0","Brainstem lesion, Brainstem stroke syndrome, Cerebral ischaemia, unspecified, Other specified cerebral ischaemia",semantic_match,SK5Y,"Other specified head, brain, nerve and movement disorders (TM2)",semantic_match
A-35,Dhakāwa al-Ḥiss,"8A8Y, 8A8Z","Headache disorders, unspecified, Other specified headache disorders",semantic_match,SK0Z,"Headache disorders (TM2), unspecified",semantic_match
A-36,Ṣudā‘,"8A80.3Z, 8A80.Z, 8A81.0, 8A81.1, 8A81.2, 8A81.Y, 8A81.Z, 8A82, 8A83, 8A84.0, 8A84.1, 8A84.Y, 8A84.Z, 8A85, 8A8Y, 8A8Z, 8D63, MB4D, MG30.03, MG30.63, MG30.64, MG30.65, MG30.66, MG30.6Y, MG30.6Z, MG31.1","Acute headache associated with traumatic injury to the head, Acute headache, not elsewhere classified, Cerebrospinal fluid otorrhoea, Chronic headache or orofacial pain associated with cranial or cervical vascular disorder, Chronic headache or orofacial pain associated with disorders of homoeostasis or their nonpharmacological treatment, Chronic headache or orofacial pain associated with non-vascular intracranial disorder, Chronic primary headache or orofacial pain, Chronic secondary headache or orofacial pain, unspecified, Chronic tension-type headache, Complications related to migraine, unspecified, Frequent episodic tension-type headache, Headache disorders, unspecified, Headache or orofacial pain associated with chronic secondary temporomandibular disorders, Headache, not elsewhere classified, Infrequent episodic tension-type headache, Migraine, unspecified, Other primary headache disorder, Other specified chronic secondary headache or orofacial pain, Other specified headache disorders, Other specified secondary headache, Other specified tension-type headache, Painful cranial neuropathies or other facial pains, Persistent headache associated with traumatic injury to the head, Secondary headache, unspecified, Tension-type headache, unspecified, Trigeminal autonomic cephalalgias",semantic_match,SD1Z,"Headache disorders (TM1), unspecified",semantic_match
A-36.1,Ṣudā‘ Ḥārr,,,,SK0Z,"Headache disorders (TM2), unspecified",semantic_match
A-36.2,Ṣudā‘ Bārid,,,,SK0Y,Other specified headache disorders (TM2),semantic_match
A-36.3,Ṣudā‘ Damawī,"8A80.10, 8A81.0, 8A81.1, 8A81.2, 8A81.Y, 8A81.Z, 8A83, 8A84.0, 8A84.1, 8A84.Y, 8A84.Z, 8A8Y, 8A8Z, MB4D, MG30.03, MG30.65, MG30.66, MG30.6Y, MG30.6Z, MG31.1","Acute headache associated with traumatic injury to the head, Acute headache, not elsewhere classified, Chronic headache or orofacial pain associated with cranial or cervical vascular disorder, Chronic headache or orofacial pain associated with non-vascular intracranial disorder, Chronic primary headache or orofacial pain, Chronic secondary headache or orofacial pain, unspecified, Chronic tension-type headache, Frequent episodic tension-type headache, Headache disorders, unspecified, Headache, not elsewhere classified, Hemiplegic migraine, Infrequent episodic tension-type headache, Other primary headache disorder, Other specified chronic secondary headache or orofacial pain, Other specified headache disorders, Other specified secondary headache, Other specified tension-type headache, Persistent headache associated with traumatic injury to the head, Secondary headache, unspecified, Tension-type headache, unspecified",semantic_match,SK0Z,"Headache disorders (TM2), unspecified",semantic_match
